$V02
1777211047,A,43.000000,77.000000,7500,638,0,98,0,NO20260427-024354-000037F.MP4,0,0,0
1777211049,A,43.000000,77.000000,8600,666,3,104,4,NO20260427-024354-000037F.MP4,0,0,0
1777211050,A,43.000000,77.000000,8100,750,3,95,5,NO20260427-024354-000037F.MP4,0,0,0
1777211050,A,43.000000,77.000000,8100,750,2,92,13,NO20260427-024354-000037F.MP4,0,0,0
1777211054,A,43.000000,77.000000,7700,694,-5,106,19,NO20260427-024354-000037F.MP4,0,0,0
1777211055,A,43.000000,77.000000,7900,611,14,97,17,NO20260427-024354-000037F.MP4,0,0,0
1777211056,A,43.000000,77.000000,8300,472,21,99,12,NO20260427-024354-000037F.MP4,0,0,0
1777211058,A,43.000000,77.000000,12500,250,11,101,-16,NO20260427-024354-000037F.MP4,0,0,0
1777211059,A,43.000000,77.000000,15000,277,-7,99,-16,NO20260427-024354-000037F.MP4,0,0,0
1777211061,A,43.000000,77.000000,16400,611,5,101,-9,NO20260427-024354-000037F.MP4,0,0,0
1777211062,A,43.000000,77.000000,15800,638,-6,98,-5,NO20260427-024354-000037F.MP4,0,0,0
1777211064,A,43.000000,77.000000,15400,638,3,98,-4,NO20260427-024354-000037F.MP4,0,0,0
1777211065,A,43.000000,77.000000,15500,638,0,97,-4,NO20260427-024354-000037F.MP4,0,0,0
1777211067,A,43.000000,77.000000,16900,666,0,101,0,NO20260427-024354-000037F.MP4,0,0,0
1777211068,A,43.000000,77.000000,17100,694,-1,99,0,NO20260427-024354-000037F.MP4,0,0,0
1777211070,A,43.000000,77.000000,17000,916,0,101,1,NO20260427-024354-000037F.MP4,0,0,0
1777211071,A,43.000000,77.000000,17700,1083,-2,102,0,NO20260427-024354-000037F.MP4,0,0,0
1777211073,A,43.000000,77.000000,17600,1111,1,100,-1,NO20260427-024354-000037F.MP4,0,0,0
1777211074,A,43.000000,77.000000,17500,1111,-2,97,1,NO20260427-024354-000037F.MP4,0,0,0
1777211076,A,43.000000,77.000000,17600,1138,-4,99,3,NO20260427-024354-000037F.MP4,0,0,0
1777211077,A,43.000000,77.000000,17500,1194,3,100,12,NO20260427-024354-000037F.MP4,0,0,0
1777211077,A,43.000000,77.000000,17500,1194,0,104,10,NO20260427-024354-000037F.MP4,0,0,0
1777211081,A,43.000000,77.000000,17500,1138,-2,103,6,NO20260427-024354-000037F.MP4,0,0,0
1777211082,A,43.000000,77.000000,17700,1083,1,99,4,NO20260427-024354-000037F.MP4,0,0,0
1777211083,A,43.000000,77.000000,17700,1083,2,104,4,NO20260427-024354-000037F.MP4,0,0,0
1777211085,A,43.000000,77.000000,17700,1000,-1,99,2,NO20260427-024354-000037F.MP4,0,0,0
1777211086,A,43.000000,77.000000,17400,1027,5,97,0,NO20260427-024354-000037F.MP4,0,0,0
1777211088,A,43.000000,77.000000,17300,888,0,99,2,NO20260427-024354-000037F.MP4,0,0,0
1777211089,A,43.000000,77.000000,17400,916,-6,101,4,NO20260427-024354-000037F.MP4,0,0,0
1777211091,A,43.000000,77.000000,17300,944,-3,105,2,NO20260427-024354-000037F.MP4,0,0,0
1777211092,A,43.000000,77.000000,17300,944,-4,103,6,NO20260427-024354-000037F.MP4,0,0,0
1777211094,A,43.000000,77.000000,17700,833,-3,102,6,NO20260427-024354-000037F.MP4,0,0,0
1777211095,A,43.000000,77.000000,17600,805,-7,98,0,NO20260427-024454-000038F.MP4,0,0,0
1777211097,A,43.000000,77.000000,16900,805,-3,96,9,NO20260427-024454-000038F.MP4,0,0,0
1777211098,A,43.000000,77.000000,17200,805,0,95,26,NO20260427-024454-000038F.MP4,0,0,0
1777211100,A,43.000000,77.000000,17100,638,10,97,20,NO20260427-024454-000038F.MP4,0,0,0
1777211101,A,43.000000,77.000000,17400,583,5,100,5,NO20260427-024454-000038F.MP4,0,0,0
1777211103,A,43.000000,77.000000,18200,444,2,101,4,NO20260427-024454-000038F.MP4,0,0,0
1777211103,A,43.000000,77.000000,18200,444,0,101,0,NO20260427-024454-000038F.MP4,0,0,0
1777211106,A,43.000000,77.000000,22000,166,4,101,7,NO20260427-024454-000038F.MP4,0,0,0
1777211107,A,43.000000,77.000000,26300,222,8,99,5,NO20260427-024454-000038F.MP4,0,0,0
1777211109,A,43.000000,77.000000,32700,194,-1,100,6,NO20260427-024454-000038F.MP4,0,0,0
1777211110,A,43.000000,77.000000,35100,250,-2,100,14,NO20260427-024454-000038F.MP4,0,0,0
1777211112,A,43.000000,77.000000,400,138,0,100,8,NO20260427-024454-000038F.MP4,0,0,0
1777211113,A,43.000000,77.000000,400,0,0,99,2,NO20260427-024454-000038F.MP4,0,0,0
1777211115,A,43.000000,77.000000,400,0,0,99,7,NO20260427-024454-000038F.MP4,0,0,0
1777211116,A,43.000000,77.000000,400,0,-4,105,17,NO20260427-024454-000038F.MP4,0,0,0
1777211118,A,43.000000,77.000000,400,0,-2,106,4,NO20260427-024454-000038F.MP4,0,0,0
1777211119,A,43.000000,77.000000,400,0,-2,99,2,NO20260427-024454-000038F.MP4,0,0,0
1777211121,A,43.000000,77.000000,35000,111,-7,106,5,NO20260427-024454-000038F.MP4,0,0,0
